,pred
1519,129990.834453125
1520,228718.892421875
1521,275298.412578125
1522,262920.455234375
1523,231284.17828125
1524,112154.2378125
1525,208916.7321875
1526,165471.45609375
1527,133351.625546875
1528,171058.846875
1529,128282.6884375
1530,115648.75859375
1531,220926.64296875
1532,136334.07140625
1533,130904.99703125
1534,125534.4728125
1535,254988.95484375
1536,185466.710703125
1537,326893.61078125
1538,418503.35140625
1539,412445.46765625
1540,183538.39984375
1541,91706.200390625
1542,225391.653828125
1543,116006.175859375
1544,203026.18265625
1545,142973.218515625
1546,281884.508359375
1547,257147.19671875
1548,328541.75078125
1549,289369.6025
1550,106850.418671875
1551,243393.9525
1552,410157.856484375
1553,279393.283359375
1554,171035.3653125
1555,186534.16359375
1556,195667.440078125
1557,345184.6565625
1558,193266.983515625
1559,227997.11703125
1560,331952.562578125
1561,191304.437890625
1562,185734.427109375
1563,211686.2340625
1564,246977.331328125
1565,358014.221875
1566,166811.5928125
1567,267000.136796875
1568,293011.02140625
1569,125232.379375
1570,288026.167421875
1571,238241.710390625
1572,100726.063125
1573,163274.984609375
1574,436537.526796875
1575,151225.566953125
1576,302082.432578125
1577,169011.41671875
1578,180016.762734375
1579,202480.5096875
1580,141918.238203125
1581,191140.132109375
1582,154031.7715625
1583,166972.782578125
1584,170071.638203125
1585,231781.421875
1586,165816.996015625
1587,184684.31359375
1588,105935.39984375
1589,229934.618359375
1590,343526.895390625
1591,350707.490625
1592,142612.888515625
1593,226259.741328125
1594,338521.51578125
1595,404301.191171875
1596,279042.67109375
1597,279571.74953125
1598,115232.95671875
1599,201955.33421875
1600,223465.30265625
1601,234663.14078125
1602,152585.300078125
1603,138019.3353125
1604,230420.054375
1605,214127.0740625
1606,206280.380390625
1607,164855.49890625
1608,284354.87640625
1609,314259.43671875
1610,150697.704921875
1611,174415.84421875
1612,263546.6640625
1613,166134.031640625
1614,284516.2596875
1615,267421.27703125
1616,408182.28703125
1617,151634.16671875
1618,371478.88734375
1619,306440.452421875
1620,175218.42265625
1621,318019.235625
1622,198011.91671875
1623,233677.9184375
1624,213787.9767578125
1625,229955.395625
1626,195695.691171875
1627,151456.888515625
1628,216216.86921875
1629,279237.873828125
1630,284154.42734375
1631,271903.021015625
1632,193761.43296875
1633,171395.808828125
1634,214448.59171875
1635,287341.9625
1636,476046.385625
1637,163408.726640625
1638,236545.934921875
1639,326761.243125
1640,245015.587578125
1641,218898.394609375
1642,162049.634609375
1643,124163.049609375
1644,341774.106875
1645,205923.072421875
1646,144755.331875
1647,170844.91234375
1648,140679.31859375
1649,145516.547578125
1650,169378.55453125
1651,158979.93265625
1652,171924.251484375
1653,266356.734921875
1654,177933.60375
1655,235021.77328125
1656,148255.970390625
1657,368350.17671875
1658,216537.02921875
1659,214053.088125
1660,114487.625625
1661,354028.502265625
1662,270736.61578125
1663,141139.281171875
1664,150557.138828125
1665,327612.46859375
1666,160519.7071875
1667,172634.642421875
1668,73041.2522265625
1669,169881.656484375
1670,150687.36421875
1671,130738.191796875
1672,416454.879296875
1673,251561.83828125
1674,228049.69421875
1675,244217.981640625
1676,258162.4290625
1677,143299.965
1678,161062.916875
1679,217991.195390625
1680,266985.2453125
1681,246261.601875
1682,151491.7946875
1683,303735.573125
1684,211738.707734375
1685,188359.486640625
1686,224567.770859375
1687,173140.974921875
1688,297368.242890625
1689,165689.57984375
1690,348171.9609375
1691,253500.277734375
1692,219554.350859375
1693,191410.115625
1694,192274.59453125
1695,162937.308046875
1696,305808.160390625
1697,228254.55296875
1698,128062.48359375
1699,210452.598984375
1700,162596.97921875
1701,147427.18859375
1702,367126.1171875
1703,169775.796640625
1704,177673.361328125
1705,298401.409453125
1706,173840.672890625
1707,249302.06953125
1708,131049.98125
1709,185975.258671875
1710,150757.53
1711,146577.970078125
1712,436648.366640625
1713,172865.781171875
1714,437169.329140625
1715,211367.113984375
1716,254761.25625
1717,179983.22796875
1718,185839.8540625
1719,137090.764375
1720,144795.811640625
1721,358002.73359375
1722,173908.17890625
1723,191619.44296875
1724,306774.8084375
1725,134774.787109375
1726,108012.169296875
1727,401749.836875
1728,130279.544296875
1729,305181.173125
1730,271148.082421875
1731,206700.077578125
1732,190125.822890625
1733,255341.978984375
1734,183560.730078125
1735,303816.249140625
1736,196899.51109375
1737,154111.97984375
1738,228978.543203125
1739,217192.95203125
1740,287290.875
1741,177377.61296875
1742,218376.023125
1743,160137.020390625
1744,149989.909453125
1745,148897.785546875
1746,179872.189453125
1747,236133.17953125
1748,322593.5453125
1749,92208.66671875
1750,161693.268671875
1751,132386.595703125
1752,301762.50234375
1753,144937.744765625
1754,88138.440078125
1755,173126.9565625
1756,193961.00734375
1757,278637.2640625
1758,174451.465546875
1759,246205.67734375
1760,227996.49171875
1761,286245.02828125
1762,449313.326875
1763,148189.935703125
1764,347770.296875
1765,222486.30765625
1766,312920.6068359375
1767,283360.041015625
1768,131754.466796875
1769,122229.016015625
1770,299235.56640625
1771,68295.905078125
1772,220494.797421875
1773,161742.8903125
1774,114633.4503125
1775,198951.802109375
1776,190686.79171875
1777,318680.9975
1778,175084.88359375
1779,340336.10296875
1780,174563.876328125
1781,166255.32578125
1782,410870.9928125
1783,180156.42359375
1784,125549.141484375
1785,130996.018671875
1786,188133.73421875
1787,248895.320703125
1788,183118.68265625
1789,312215.70796875
1790,191671.477421875
1791,175877.264375
1792,206931.691171875
1793,307925.210546875
1794,241270.952421875
1795,233064.68640625
1796,120676.27078125
1797,146629.031328125
1798,336189.8959375
1799,202807.547578125
1800,134936.376171875
1801,247006.773515625
1802,234735.240234375
1803,253885.4175
1804,215959.14984375
1805,214126.92234375
1806,327770.1315625
1807,153304.781015625
1808,208486.796875
1809,211233.330078125
1810,203074.301015625
1811,252802.086953125
1812,161403.8840625
1813,156971.537734375
1814,269832.285625
1815,168030.221640625
1816,143150.24765625
1817,167685.300703125
1818,136590.804296875
1819,135743.08078125
1820,243425.570546875
1821,206747.65765625
1822,320122.281875
1823,108604.03359375
1824,260797.5909375
1825,232009.200390625
1826,192549.581171875
1827,182016.8821875
1828,369213.987890625
1829,138614.63140625
1830,348688.485
1831,250876.37984375
1832,136609.58171875
1833,180838.1953125
1834,285811.6090625
1835,241497.551015625
1836,270369.57453125
1837,178473.217578125
1838,162817.443125
1839,186841.523828125
1840,153940.623828125
1841,313088.06125
1842,141703.1509375
1843,144253.55015625
1844,149492.069609375
1845,139192.33921875
1846,163961.93765625
1847,199889.11453125
1848,166416.49203125
1849,131328.403203125
1850,282144.498125
1851,331344.58953125
1852,185363.541875
1853,163448.413515625
1854,211066.2734375
1855,247615.620703125
1856,169825.353671875
1857,161107.129375
1858,135861.623203125
1859,146761.224296875
1860,178236.460859375
1861,274337.55671875
1862,309101.136328125
1863,329110.52625
1864,259596.60375
1865,129415.21265625
1866,185704.2903125
1867,280069.2728125
1868,267132.485625
1869,202899.703671875
1870,179395.40015625
1871,288363.532109375
1872,283407.86953125
1873,215744.607421875
1874,135624.603125
1875,227545.585234375
1876,323973.78296875
1877,152883.234140625
1878,193328.334765625
1879,265317.439609375
1880,187790.85625
1881,437310.605625
1882,164032.456953125
1883,280972.027890625
1884,205535.191171875
1885,197746.984609375
1886,93723.968515625
1887,148739.056328125
1888,405416.35578125
1889,83473.1546875
1890,266233.53828125
1891,170483.850078125
1892,217268.01828125
1893,171093.68859375
1894,188561.294765625
1895,198112.345859375
1896,171274.80078125
1897,359137.90015625
1898,192302.218125
1899,212815.881640625
1900,172384.080703125
1901,181017.36625
1902,207033.934765625
1903,301792.7409375
1904,188117.5828125
1905,222463.3059375
1906,296119.04375
1907,141873.73828125
1908,91110.45921875
1909,154773.67984375
1910,168921.53921875
1911,218651.116953125
1912,180980.103046875
1913,190000.10609375
1914,261961.110625
1915,173670.8959375
1916,491687.9959375
1917,196981.413125
1918,107891.861328125
1919,283122.63828125
1920,69394.553203125
1921,327620.93859375
1922,186765.44578125
1923,276090.207890625
1924,214562.106171875
1925,160042.224140625
1926,216043.7975
1927,334833.074296875
1928,192123.52
1929,287081.282421875
1930,195614.9440625
1931,164644.711796875
1932,227624.863828125
1933,266827.405
1934,346073.32703125
1935,285062.86140625
1936,118703.647265625
1937,313783.004375
1938,164174.7766015625
1939,133408.761953125
1940,213000.479921875
1941,168236.15625
1942,149704.216796875
1943,210520.3075
1944,173946.278203125
1945,179831.07421875
1946,124007.259453125
1947,182327.00078125
1948,273877.6775
1949,188978.024140625
1950,153155.39765625
1951,73464.895859375
1952,155992.4253125
1953,138428.771875
1954,126093.10046875
1955,151631.638671875
1956,167027.1371875
1957,216317.24296875
1958,256206.809609375
1959,132276.690078125
1960,249885.6565625
1961,222061.53703125
1962,240716.42296875
1963,159242.23625
1964,217659.31421875
1965,312741.407265625
1966,161898.4884375
1967,89760.245703125
1968,353046.793046875
1969,180064.53765625
1970,184258.9309375
1971,166050.065
1972,153629.175703125
1973,256509.65125
1974,177551.19671875
1975,149366.523359375
1976,176130.505546875
1977,319107.141953125
1978,206714.04359375
1979,238027.660703125
1980,175563.758515625
1981,287469.086875
1982,195737.380859375
1983,191692.260234375
1984,149220.1275
1985,202212.340390625
1986,199256.69046875
1987,149961.931640625
1988,212585.47578125
1989,270659.350703125
1990,153152.181953125
1991,147838.479609375
1992,292125.510390625
1993,229117.590234375
1994,364209.1784375
1995,111825.114296875
1996,141127.0059375
1997,199096.2376953125
1998,183905.7075
1999,208636.776796875
2000,114593.966640625
2001,336268.483359375
2002,175380.90375
2003,294787.3846875
2004,186190.3184375
2005,245598.16921875
2006,169404.2734375
2007,311349.9765625
2008,115058.677890625
2009,237974.72875
2010,226176.9346875
2011,276257.29828125
2012,287377.110859375
2013,183195.73484375
2014,210436.448046875
2015,302570.623984375
2016,148202.91421875
2017,288181.701796875
2018,326098.01765625
2019,256363.613828125
2020,246860.201015625
2021,210629.197421875
2022,228114.455078125
2023,210593.4778125
2024,287872.594921875
2025,235577.395625
2026,160933.722421875
2027,308087.99859375
2028,223727.93078125
2029,350136.70375
2030,334025.85046875
2031,223776.09703125
2032,121584.890390625
2033,205353.1234375
2034,155557.287109375
2035,134306.04375
2036,353341.60390625
2037,311471.9746875
2038,135097.19078125
2039,164804.330078125
2040,124577.65625
2041,191147.12203125
2042,138594.011953125
2043,157096.156796875
2044,225117.22109375
2045,189295.495390625
2046,369857.59984375
2047,167251.8390625
2048,194058.406875
2049,338197.543984375
2050,130864.301484375
2051,128987.694609375
2052,190334.071796875
2053,160874.8540625
2054,181999.00515625
2055,332423.1071875
2056,278493.364921875
2057,169462.49
2058,110718.4515625
2059,189354.14
2060,310126.73625
2061,125191.2609375
2062,261209.76484375
2063,251395.949765625
2064,170428.8275
2065,222797.680078125
2066,187802.572421875
2067,113783.315859375
2068,271999.163203125
2069,227347.569765625
2070,192312.01859375
2071,233070.68625
2072,361522.679921875
2073,174615.823515625
2074,226968.654609375
2075,128093.4234375
2076,137327.045
2077,159298.457578125
2078,475456.72484375
2079,255962.37640625
2080,128269.779375
2081,330749.576328125
2082,177243.07875
2083,224816.16234375
2084,204733.85578125
2085,288244.85734375
2086,328477.079140625
2087,194203.7475
2088,198843.9309375
2089,84767.03078125
2090,238035.666171875
2091,263117.52390625
2092,209048.59640625
2093,179450.33671875
2094,136155.91328125
2095,130416.915390625
2096,85175.821640625
2097,144834.421875
2098,392330.7390625
2099,198203.9509375
2100,176945.95390625
2101,156888.237890625
2102,162257.5265625
2103,285646.461796875
2104,201080.41140625
2105,178051.186796875
2106,204287.968359375
2107,260111.00875
2108,265697.3528125
2109,344047.099609375
2110,480486.316875
2111,157738.34203125
2112,165339.97375
2113,215666.637265625
2114,233031.791953125
2115,170339.20953125
2116,209985.379375
2117,316600.194609375
2118,209912.269453125
2119,88823.2188671875
2120,151811.425390625
2121,362324.14609375
2122,170270.95625
2123,198330.64765625
2124,111974.61515625
2125,173309.677421875
2126,226687.0803125
2127,217876.10328125
2128,159658.041328125
2129,176224.65765625
2130,281886.823984375
2131,153653.751640625
2132,247488.7184375
2133,180449.15921875
2134,223476.133984375
2135,129020.756484375
2136,154172.99046875
2137,281922.98046875
2138,355707.14578125
2139,179035.14671875
2140,134947.941484375
2141,128028.63484375
2142,316003.550234375
2143,337823.261875
2144,173790.43
2145,261791.495703125
2146,172366.467265625
2147,260993.7659375
2148,206881.775234375
2149,214042.428828125
2150,292523.47109375
2151,96973.247578125
2152,165940.124375
2153,237444.795390625
2154,234509.629609375
2155,309695.309140625
2156,275558.62640625
2157,132616.776875
2158,169724.451328125
2159,176734.25359375
2160,173810.6803125
2161,255738.73046875
2162,162362.216015625
2163,145029.1009375
2164,270417.57265625
2165,175966.17890625
2166,149903.112109375
2167,339756.394140625
2168,188481.63578125
2169,165805.985625
2170,283173.286796875
2171,277363.516171875
2172,167155.989609375
2173,107410.89484375
2174,162857.00640625
2175,160087.268984375
2176,218188.475625
2177,67213.8153125
2178,278729.787890625
2179,180977.418984375
2180,122615.280859375
2181,219647.28734375
2182,180573.143203125
2183,189453.587421875
2184,230034.78359375
2185,181786.447734375
2186,176154.11140625
2187,300718.66875
2188,284863.063125
2189,226968.6036328125
2190,215277.12625
2191,172467.934609375
2192,232167.069921875
2193,221796.016484375
2194,268407.82203125
2195,219355.029296875
2196,172972.7615625
2197,274291.415546875
2198,172015.56
2199,217428.99546875
2200,148117.883203125
2201,222674.7946875
2202,195845.634375
2203,255307.73421875
2204,356962.47375
2205,161653.56296875
2206,207890.0140625
2207,218467.282109375
2208,142787.833984375
2209,147942.25734375
2210,259235.245
2211,129816.78609375
2212,436491.35484375
2213,173798.10640625
2214,200163.4825
2215,262618.171875
2216,132906.189765625
2217,278796.39984375
2218,174670.74140625
2219,173091.5371875
2220,167083.965390625
2221,199260.15859375
2222,163222.344921875
2223,217891.542109375
2224,246717.626953125
2225,387367.97
2226,195897.8253125
2227,164431.78359375
2228,310462.51
2229,70043.75375
2230,138473.17859375
2231,273405.388203125
2232,467573.443046875
2233,268818.439296875
2234,267364.39234375
2235,164464.88859375
2236,149431.7546875
2237,123409.675859375
2238,284619.0046875
2239,310280.76578125
2240,326475.7521875
2241,274377.247109375
2242,191021.1453125
2243,246950.149375
2244,67840.612265625
2245,173824.2834375
2246,166060.8265625
2247,368963.8371875
2248,127664.38296875
2249,226720.26546875
2250,217937.02234375
2251,171881.293203125
2252,260089.84203125
2253,281898.885234375
2254,179350.79921875
2255,188325.71984375
2256,244885.667109375
2257,180069.204375
2258,175164.99421875
2259,252178.57609375
2260,131657.264375
2261,116806.71765625
2262,246899.0153125
2263,298840.188203125
2264,70353.601171875
2265,149638.45515625
2266,274096.868671875
2267,159088.261796875
2268,174827.86328125
2269,190341.486015625
2270,161366.471875
2271,195079.0034375
2272,339233.713046875
2273,279143.7478125
2274,165218.61140625
2275,155915.5984375
2276,146142.276953125
2277,171610.3375
2278,292044.11046875
2279,168619.0121875
2280,440739.9240625
2281,195073.759609375
2282,296033.5746875
2283,366173.73421875
2284,399000.29671875
2285,201978.7603125
2286,145209.886484375
2287,196998.002265625
2288,176645.765859375
2289,196798.5234375
2290,191958.674453125
2291,184494.70984375
2292,231730.8889453125
2293,213256.0940625
2294,212862.11953125
2295,129830.500078125
2296,265862.903046875
2297,225635.455
2298,224285.31359375
2299,175521.59890625
2300,163597.32109375
2301,92321.242578125
2302,170216.59734375
2303,232557.017578125
2304,179697.108125
2305,152292.866953125
2306,274393.1465625
2307,110501.4365625
2308,137565.625546875
2309,159778.56921875
2310,266698.541953125
2311,369532.38734375
2312,148768.339296875
2313,142022.426796875
2314,257656.894609375
2315,185802.939296875
2316,152547.6053125
2317,166252.65390625
2318,404133.1165625
2319,136976.654375
2320,181905.76125
2321,483410.845625
2322,138528.7575
2323,130322.4165625
2324,121142.4209375
2325,143063.4634375
2326,299570.175546875
2327,259623.96765625
2328,262204.45640625
2329,300766.28484375
2330,202991.473203125
2331,240775.03484375
2332,271171.1284375
2333,340339.52859375
2334,212028.241875
2335,130733.327109375
2336,195005.98046875
2337,190536.215546875
2338,245415.329375
2339,176752.98171875
2340,183379.76140625
2341,152186.902578125
2342,197824.462109375
2343,178251.136171875
2344,134642.475859375
2345,167644.806796875
2346,193015.8846875
2347,305207.006640625
2348,231030.1540625
2349,275835.956953125
2350,67510.172890625
2351,251822.52359375
2352,317172.4303125
2353,257862.9534375
2354,436738.23234375
2355,228872.41671875
2356,143755.165703125
2357,267838.0490625
2358,204909.120234375
2359,150656.123671875
2360,133809.131796875
2361,217111.817265625
2362,233273.173828125
2363,209037.774140625
2364,162775.34734375
2365,247606.00015625
2366,180054.38578125
2367,212141.8420703125
2368,216124.95
2369,316899.8984375
2370,206360.3184375
2371,67447.2530078125
2372,161965.25921875
2373,180919.6871875
2374,126675.750078125
2375,209649.33609375
2376,180961.888828125
2377,187714.72046875
2378,138751.402265625
2379,384289.8578125
2380,194447.7103125
2381,201028.89078125
2382,231285.1303125
2383,324210.8715625
2384,142304.54484375
2385,198440.0140625
2386,169009.753984375
2387,125540.0015625
2388,210740.44109375
2389,240409.139921875
2390,218737.45890625
2391,392820.15796875
2392,339956.6359375
2393,180421.755703125
2394,146138.642734375
2395,197499.7
2396,209308.018046875
2397,141121.61859375
2398,263643.69625
2399,137773.08921875
2400,396080.62890625
2401,186395.1459375
2402,144731.8975
2403,345621.94484375
2404,184621.205078125
2405,224257.78890625
2406,257802.802265625
2407,352106.866875
2408,280816.6721875
2409,292009.456875
2410,226225.870703125
2411,237957.617890625
2412,102175.327890625
2413,307146.73890625
2414,155537.069765625
2415,124020.033125
2416,179675.059140625
2417,161573.19859375
2418,184943.6590625
2419,174676.62859375
2420,89040.8267578125
2421,156305.9391796875
2422,116915.956953125
2423,231009.578046875
2424,232808.78171875
2425,178451.72421875
2426,179325.926484375
2427,273614.085625
2428,187107.71
2429,128616.80921875
2430,197067.952265625
2431,168861.02859375
2432,164414.77265625
2433,206285.991875
2434,186067.809609375
2435,159853.5484375
2436,279589.953359375
2437,202169.889140625
2438,253640.520546875
2439,222948.311484375
2440,292481.599609375
2441,169137.722578125
2442,210092.3853125
2443,227384.386015625
2444,252092.1273046875
2445,140556.9709375
2446,178594.84296875
2447,347068.37953125
2448,195017.995703125
2449,289933.14515625
2450,231764.57703125
2451,227625.323203125
2452,211795.710859375
2453,354510.75671875
2454,117588.46703125
2455,144806.3903125
2456,104604.1390625
2457,447869.988828125
2458,293974.0184375
2459,180978.84234375
2460,147591.1421875
2461,307938.03875
2462,167311.373828125
2463,425880.504140625
2464,271479.0271875
2465,230810.175078125
2466,105139.834765625
2467,223953.42765625
2468,306315.475390625
2469,307237.474375
2470,275496.48328125
2471,194080.78578125
2472,200527.7740625
2473,169160.001015625
2474,213149.8825
2475,288712.8303125
2476,124481.27328125
2477,206856.242421875
2478,175332.243125
2479,70973.92984375
2480,338424.495078125
2481,289407.32578125
2482,236823.338671875
2483,216156.709609375
2484,208570.5115625
2485,325445.69359375
2486,283909.670078125
2487,153775.188046875
2488,264883.07140625
2489,297545.43640625
2490,175322.093359375
2491,232292.446796875
2492,134356.2234375
2493,189040.2684375
2494,402212.287578125
2495,163308.178515625
2496,168753.66671875
2497,212837.851171875
2498,218945.2365625
2499,206133.76234375
2500,247967.797578125
2501,149405.123828125
2502,142673.996875
2503,173145.92359375
2504,122629.37421875
2505,263646.11046875
2506,163830.53484375
2507,306056.546640625
2508,218158.351171875
2509,241139.4798046875
2510,156679.76984375
2511,360928.96171875
2512,278046.343125
2513,434494.905078125
2514,407989.02515625
2515,192236.163984375
2516,164907.00921875
2517,170107.994375
2518,219166.2665625
2519,184893.38265625
2520,402806.619296875
2521,165382.88890625
2522,309927.28921875
2523,157014.15140625
2524,163942.407109375
2525,199748.6434375
2526,327319.29796875
2527,267805.34796875
2528,142105.172421875
2529,156849.326640625
2530,274912.6912109375
2531,180537.3596875
2532,190825.775234375
2533,400050.490078125
2534,317685.95703125
2535,233762.83015625
2536,202014.0046875
2537,329651.399375
2538,334359.60203125
2539,285202.254921875
2540,192363.3140625
2541,248023.39328125
2542,152841.70078125
2543,166482.43
2544,265139.415078125
2545,267655.141328125
2546,303905.297265625
2547,150263.951796875
2548,129963.328359375
2549,286475.026796875
2550,176857.7110546875
2551,275449.3803125
2552,300629.428515625
2553,190848.20421875
2554,191243.3665625
2555,269788.779140625
2556,298690.745625
2557,147519.849375
2558,167736.0775
2559,365453.82296875
2560,120964.886015625
2561,284980.35515625
2562,217701.57640625
2563,309425.5878125
2564,336401.39046875
2565,311493.989453125
2566,177805.30578125
2567,244881.436171875
2568,146002.89703125
2569,152034.2990625
2570,130975.3928125
2571,305846.686875
2572,173044.600859375
2573,214123.277578125
2574,184715.574296875
2575,148446.50078125
2576,365183.33875
2577,334593.490703125
2578,147784.48203125
2579,176801.98
2580,163404.83203125
2581,212184.13140625
2582,352378.00109375
2583,183735.85875
2584,216150.478671875
2585,195932.01421875
2586,204790.120546875
2587,231700.951640625
2588,235135.93515625
2589,266435.561875
2590,185074.37296875
2591,170658.95484375
2592,320825.9328125
2593,306104.57203125
2594,285702.512890625
2595,177468.783671875
2596,179503.068203125
2597,191819.797890625
2598,186783.33421875
2599,410344.7821875
2600,138913.8078125
2601,179255.3353125
2602,91116.6544140625
2603,175302.365546875
2604,153700.49796875
2605,152610.753359375
2606,173474.41484375
2607,148651.40734375
2608,247382.396875
2609,192714.187265625
2610,271976.5484375
2611,191728.190859375
2612,247076.47859375
2613,203275.693671875
2614,217584.861796875
2615,148314.039140625
2616,284575.75328125
2617,284769.81984375
2618,166394.52578125
2619,112866.357421875
2620,128719.964375
2621,203583.9359375
2622,250002.23515625
2623,137555.878515625
2624,150360.69140625
2625,226860.26640625
2626,186561.444453125
2627,185490.4996875
2628,112145.549609375
2629,177017.531328125
2630,478056.0478125
2631,134505.797734375
2632,182466.043828125
2633,157051.660625
2634,191503.66640625
2635,109412.087890625
2636,123922.61671875
2637,142787.535390625
2638,270854.642421875
2639,138860.85765625
2640,127471.011171875
2641,184397.124375
2642,198668.128984375
2643,297782.374296875
2644,130465.7896875
2645,128321.21453125
2646,252216.42203125
2647,232416.7471875
2648,129680.671484375
2649,110697.231796875
2650,112632.79359375
2651,235861.02171875
2652,310628.975625
2653,334798.702578125
2654,211403.36484375
2655,201099.573671875
2656,197499.181640625
2657,131085.26875
2658,269655.988984375
2659,299164.58484375
2660,257823.51515625
2661,315246.0565625
2662,156066.916015625
2663,156543.341640625
2664,178691.258515625
2665,135890.287578125
2666,118116.853828125
2667,331373.4965625
2668,266971.0040625
2669,276970.34859375
2670,189693.10640625
2671,133009.111171875
2672,224344.3771875
2673,147067.751953125
2674,206202.21328125
2675,68318.90390625
2676,148849.385625
2677,213379.7945703125
2678,285603.21375
2679,176250.72578125
2680,251128.9678125
2681,169098.1121875
2682,314164.44078125
2683,320844.905390625
2684,177107.6615625
2685,138941.357265625
2686,278886.071171875
2687,151495.201796875
2688,233749.820859375
2689,146337.6146875
2690,120545.353671875
2691,141647.81515625
2692,424894.15109375
2693,91575.94265625
2694,125604.835859375
2695,361449.15328125
2696,165008.83625
2697,269494.2628125
2698,287654.284375
2699,166642.09859375
2700,156279.906875
2701,235626.705625
2702,278382.318828125
2703,252609.18234375
2704,266314.355625
2705,189085.95984375
2706,119463.263671875
2707,158667.44953125
2708,275380.756953125
2709,290312.69578125
2710,162130.20828125
2711,155818.189296875
2712,149951.40765625
2713,298840.90984375
2714,191904.64765625
2715,203829.3228125
2716,232114.30375
2717,83591.694609375
2718,160128.31859375
2719,142690.355703125
2720,136287.056953125
2721,203164.58
2722,376379.148359375
2723,174343.100546875
2724,268815.2334375
2725,254365.237109375
2726,133971.793828125
2727,166242.78328125
2728,198862.325625
2729,168915.323828125
2730,124267.904765625
2731,129744.49515625
2732,119231.13921875
2733,197326.243359375
2734,184072.9478125
2735,205383.54453125
2736,292215.36125
2737,143953.03046875
2738,245975.2290625
2739,155972.5490625
2740,264288.7921875
2741,257010.71484375
2742,242741.398828125
2743,173626.562265625
2744,154297.6503125
2745,190077.978515625
2746,197005.588515625
2747,225852.097421875
2748,135680.33921875
2749,122801.988671875
2750,220920.5871875
2751,338297.10359375
2752,150090.461171875
2753,196634.88625
2754,91455.2934375
2755,172691.145546875
2756,152963.4675
2757,372193.29265625
2758,214680.241875
2759,234106.536171875
2760,152050.98390625
2761,402271.9840625
2762,209667.3721875
2763,199902.4853125
2764,285274.3965625
2765,323516.791953125
2766,223219.29828125
2767,157708.65734375
2768,148762.139453125
2769,254785.10921875
2770,135351.352109375
2771,415654.233203125
2772,288661.81375
2773,214090.887734375
2774,167389.804140625
2775,134057.446953125
2776,414570.91375
2777,249906.94828125
2778,254632.050625
2779,191218.24609375
2780,132766.214140625
2781,178872.4003125
2782,248203.8028125
2783,143329.695234375
2784,283482.240703125
2785,432737.27359375
2786,264677.0309375
2787,155333.871171875
2788,148838.1559375
2789,183613.41390625
2790,203334.57890625
2791,285342.79328125
2792,169168.37171875
2793,126431.2240625
2794,182792.36890625
2795,148812.874375
2796,194552.19296875
2797,204217.533125
2798,260837.296875
2799,125410.19234375
2800,192047.07390625
2801,132277.977109375
2802,275349.0871875
2803,284152.741171875
2804,272733.6678125
2805,152510.463828125
2806,216785.34859375
2807,157592.49921875
2808,170829.5440625
2809,142283.69453125
2810,202317.724609375
2811,210175.26046875
2812,183262.950078125
2813,282847.90875
2814,223254.6159375
2815,274050.651328125
2816,247732.12046875
2817,206696.694296875
2818,198126.9147265625
2819,267724.0871875
2820,174668.086484375
2821,303039.736796875
2822,322722.8940625
2823,181312.176953125
2824,134923.722265625
2825,273909.19796875
2826,90429.995546875
2827,180456.911875
2828,333239.184375
2829,278987.33015625
2830,131269.14953125
2831,245425.8090625
2832,155350.0809375
2833,165129.27484375
2834,177537.78234375
2835,290861.82734375
2836,326755.66359375
2837,119729.982578125
2838,195410.63
2839,298380.54984375
2840,148668.23671875
2841,223712.67515625
2842,246126.840859375
2843,145715.14375
2844,270118.20421875
2845,222196.324453125
2846,154499.763125
2847,184806.451953125
2848,236289.608203125
2849,124429.339921875
2850,125650.60234375
2851,198791.807890625
2852,250169.736015625
2853,163468.66625
2854,283548.195
2855,233490.431953125
2856,231810.045234375
2857,180326.926171875
2858,183501.30671875
2859,173351.55703125
2860,145652.721640625
2861,216023.073515625
2862,165713.76078125
2863,172705.346328125
2864,387119.184765625
2865,257471.96640625
2866,146972.568984375
2867,282213.20796875
2868,152311.21359375
2869,67939.2626953125
2870,251853.422421875
2871,215851.62828125
2872,136116.027734375
2873,199454.97390625
2874,220540.44609375
2875,333052.306171875
2876,142614.052578125
2877,174883.877890625
2878,205151.9975
2879,202851.088828125
2880,325766.431171875
2881,270434.70671875
2882,420187.978671875
2883,109575.3453125
2884,112499.261640625
2885,287277.6528125
2886,288324.388046875
2887,130452.819296875
2888,263014.54140625
2889,180943.381953125
2890,256056.674921875
2891,269546.6759375
2892,446619.6178125
2893,213277.73640625
2894,203920.63140625
2895,275477.820625
2896,277891.273125
2897,283085.59125
2898,281226.6846875
2899,207705.305390625
2900,192127.62046875
2901,244296.26875
2902,253761.96421875
2903,374772.24234375
2904,192218.46140625
2905,215688.476484375
2906,194739.78234375
2907,167938.627265625
2908,195951.45390625
2909,145260.35453125
2910,165849.1609375
2911,162101.03
2912,251966.98375
2913,297155.51484375
2914,258509.33875
2915,164992.53015625
2916,185997.67890625
2917,268092.70234375
2918,296169.724140625
2919,347634.2234375
2920,238038.86015625
2921,216104.9124609375
2922,334764.94640625
2923,200896.34578125
2924,234870.9753125
2925,124806.002109375
2926,161372.136484375
2927,200235.1026171875
2928,317936.65546875
2929,135075.70203125
2930,205479.153125
2931,137136.647734375
2932,305560.843671875
2933,166763.772265625
2934,137218.907890625
2935,190455.190390625
2936,134681.406484375
2937,304984.5621875
